track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cluster,pca1,pca2
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280,22,101,0,0,66,140,3.0,0,66,43,76,49,0,12,3,2,0.15393531047484932,-0.13547890671851293
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254,29,3,18,0,19,137,1.0,0,84,44,67,8,0,11,6,2,-0.9222933101322491,0.0724893624035996
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148,11,54,0,0,103,104,8.0,1,56,72,85,0,0,15,3,1,-0.9940003268064164,-1.3093379607755216
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800,61,6,48,0,150,92,5.0,1,57,68,76,7,0,33,3,1,-0.5819514211735484,-1.554605110811112
LET GO,Central Cee,1,2022,12,15,2301,20,298063749,49,23,110,0,8,146,2.0,0,74,51,45,86,0,21,38,0,0.9618153094471352,2.6869899311137764
Sial,Mahalini,1,2023,1,23,134,4,166570053,4,6,0,0,23,120,2.0,1,56,20,43,89,0,12,4,3,3.0535243012648654,0.48317253419570927
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468,15,17,0,0,0,144,2.0,1,68,83,81,9,0,8,4,1,-1.1901880074634665,-0.9342446499173225
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056,11,101,0,0,48,94,9.0,1,59,44,56,80,0,6,3,3,1.8705855124998607,0.873029197082229
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294,32,3,9,0,0,94,8.0,1,73,65,79,5,2,11,6,1,-1.108614026656977,-0.3974548268248012
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663,30,15,34,2,47,113,7.0,0,79,66,74,8,0,11,5,2,-1.4640552311096882,0.2877368647643627
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931,14,35,1,0,0,148,4.0,1,50,49,76,12,0,12,3,1,0.2415981583406593,-1.590503538701502
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389,45,11,20,0,21,98,1.0,1,70,29,73,12,0,11,26,0,-0.2757326051524136,0.09415611220451484
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415,1,10,1,0,1,140,11.0,1,58,26,38,91,0,10,4,3,3.073738148278287,1.0857775928960056
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,59,100,58,13,2,100,7.0,1,36,28,28,81,0,18,3,3,3.8151800655117656,0.3913607094809288
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910,11,15,14,3,1,140,6.0,1,86,68,79,39,0,11,29,0,-1.2192632096456653,1.1676366467082129
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,20,119,12,2,7,100,4.0,0,59,78,94,27,0,29,23,2,-1.6701419196378136,-0.18812618138483336
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382,66,26,277,3,734,100,9.0,0,59,49,65,2,0,13,3,2,-0.33596003501337746,-0.21649521858893447
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272,6,15,0,0,0,142,2.0,1,49,48,67,10,0,26,3,1,0.5097326309810566,-1.8793076253242584
WANDA,Quevedo,1,2023,1,20,888,22,175399345,11,24,7,1,7,176,4.0,0,72,96,63,25,0,21,7,2,-1.0902137946883508,0.13302597616201814
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,16,53,1,0,61,140,6.0,1,53,51,70,49,0,14,3,3,0.9589865853977337,-0.7060416400087198
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,63,0,"6,808",2,0,105,3.0,0,55,40,90,1,0,32,6,2,-0.934155093490541,-1.7639345558864676
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498,20,1,71,2,0,135,5.0,1,81,97,77,75,0,35,3,1,-0.6102576477477022,-0.016617749119807713
Lovezinho,Treyce,1,2022,7,28,242,0,70069745,12,2,13,0,4,128,4.0,0,82,61,59,30,0,12,4,2,-0.521102518515086,0.7480053808111495
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,94,21,80,15,38,101,5.0,1,74,43,69,12,0,12,7,1,-0.2978649510146371,-0.29149042341049825
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,20,64,35,6,0,122,10.0,1,88,43,50,7,0,14,5,1,-0.17565973674368152,0.46187454566802116
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665,6,1,21,0,1,83,1.0,1,53,40,36,73,0,11,33,0,2.260806302653902,1.965667642567134
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,122,88,580,21,10,77,11.0,0,72,59,76,24,0,42,28,2,-1.3510842845974755,0.7539094158765733
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,203,0,2,140,11.0,0,75,18,25,78,0,11,26,3,2.2082987170719646,3.077013658115469
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,26,69,73,2,6,158,1.0,1,65,72,95,31,0,92,5,1,-1.1623151004571701,-3.6187215688092764
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,177,109,305,3,5,176,7.0,1,75,43,65,15,0,11,32,0,-0.3697779022387283,0.6484499092887062
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,19,59,18,5,52,98,11.0,1,73,88,57,56,0,5,2,1,0.1314219754088271,1.2414539903358084
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971,57,4,48,0,0,107,11.0,0,66,47,40,72,0,11,3,3,1.594416092757616,1.7532587816073288
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,45,115,218,1,221,109,5.0,0,66,16,57,10,1,12,3,2,0.537894964878722,-0.1643848302346112
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473,0,0,25,0,0,109,10.0,0,84,72,74,10,0,34,7,2,-1.8091413885628225,0.08764912945626262
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450,24,94,9,0,23,158,6.0,0,60,52,76,17,0,19,5,2,-0.44983590304342624,-0.7968680040114448
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971,53,7,56,3,1,94,5.0,0,74,64,73,6,0,10,6,2,-1.3043847984520123,0.2282802162491804
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,11,80,1,0,8,96,6.0,0,70,40,51,35,0,10,4,2,0.5571437450488775,0.889438264389705
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,74,113,85,9,2,100,5.0,0,80,29,67,29,0,12,3,2,-0.16131956145937698,0.41282544945347055
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,0,0,0,105,9.0,1,58,42,68,1,0,14,4,1,0.0768086936238097,-0.9065210989727198
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687,105,41,114,1,59,170,6.0,0,56,56,63,13,0,19,27,0,-0.32659616415125103,0.29030968194535584
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,88,24,101,7,451,122,8.0,1,64,25,89,0,0,15,9,1,-0.5310780200673921,-1.376243045334951
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,23,95,11,0,3,105,10.0,0,88,82,80,8,0,11,8,2,-2.313543308924057,0.8117894305815383
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624,27,0,28,13,0,133,5.0,1,66,74,84,25,0,21,4,1,-0.826029073595721,-1.0617591537595845
Shirt,SZA,1,2022,10,28,3469,0,309653982,71,95,31,0,2,120,3.0,0,82,55,45,15,3,9,10,2,-0.2430903467250898,1.1346620573925041
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,129,31,212,1,41,177,9.0,1,25,17,30,90,0,13,3,3,4.593968985747623,-0.13659061692173138
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,113,17,208,0,192,142,2.0,0,64,31,72,15,0,9,5,2,-0.059473167130474146,-0.5646025433118554
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,47,60,87,12,124,144,4.0,0,57,47,84,1,1,52,4,2,-0.8872612147900989,-2.3741338020897604
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,113,92,259,0,1,120,11.0,0,65,80,86,9,0,19,10,2,-1.7626369468435803,-0.15844630024544218
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672,9,1,12,4,3,135,2.0,1,92,73,51,55,0,15,6,1,0.014273110869098478,1.0500951918073544
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184,13,78,2,0,0,105,7.0,1,82,62,74,10,0,33,7,1,-1.1730504165738602,-0.6282550147508854
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,12,1,11,0,8,108,6.0,0,44,38,77,9,0,9,20,2,-0.11125180346565945,-0.234709908605405
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,124,66,212,13,1,174,5.0,1,70,57,64,23,0,8,32,0,-0.2865842369418427,0.7640786633790199
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,33,7,53,2,0,90,10.0,0,68,83,71,3,0,31,8,2,-1.582464041865578,-0.054567819685473036
TV,Billie Eilish,1,2022,7,21,3009,2,338564981,68,89,65,0,25,141,4.0,0,41,9,25,84,1,14,4,3,3.8961769225820633,0.7740508834759102
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,136,24,"1,959",0,30,82,5.0,1,68,50,49,56,0,8,4,3,1.2414443761719234,0.8619101864739064
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902,82,1,231,0,2,92,5.0,1,47,25,43,62,0,32,3,3,2.645159915166056,-0.4412463116613697
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018,21,79,2,0,0,116,8.0,0,77,65,80,6,0,15,4,2,-1.6126682165272117,-0.08932497589108422
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,12,56,13,0,13,125,10.0,0,71,83,89,1,0,17,9,2,-2.222045777271241,-0.2311036217008797
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,128,84,75,0,35,83,1.0,1,46,34,64,31,0,7,34,0,0.9052262953500989,0.5432078138664521
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,532,77,"1,535",3,8,124,11.0,0,79,68,79,1,0,10,8,2,-1.8323491476849467,0.3453110868291569
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,1,9,3,0,0,140,8.0,1,58,4,60,7,41,8,3,4,2.1058715854406342,-1.8120324506591727
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015,78,21,240,1,52,186,4.0,0,41,9,61,2,0,12,5,3,1.2529288126751896,-1.5245173522819604
Atlantis,Seafret,1,2015,4,22,3045,6,571386359,43,53,134,1,32,166,8.0,0,40,23,48,5,0,12,3,3,1.47578878429321,-0.857463922291816
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,14,1,50,0,0,87,7.0,1,87,52,52,31,0,28,24,0,-0.27586173257821384,1.313436156936011
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,72,97,58,0,154,82,8.0,1,40,39,64,21,0,7,7,3,1.1449944773135488,-0.5950997670343493
Blind,SZA,1,2022,12,9,1484,0,163284000,22,51,12,0,0,114,9.0,0,46,60,28,91,0,21,4,3,2.6927304699257504,1.5147410182042627
Die For You,Joji,1,2022,11,4,1703,0,246390068,38,45,36,16,0,148,8.0,1,47,15,52,38,13,29,5,3,2.4227805095374175,-1.3829622192762854
Doja,Central Cee,1,2022,7,20,4169,44,482257456,57,44,183,1,11,140,6.0,1,91,97,57,38,0,40,29,0,-1.3101712793646045,1.2335471827294564
Gatita,Bellakath,1,2022,10,3,1054,0,168684524,9,0,15,0,1,101,7.0,1,90,76,81,15,24,33,6,1,-1.3272459518782964,-0.9008319134609156
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,39,45,27,0,1,140,1.0,0,81,6,84,5,23,6,6,2,-0.22193121922478984,-1.087719620405201
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,2,88,7.0,0,49,24,66,19,0,18,29,0,0.3613960249469871,0.5369358309546401
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,120,86,164,4,0,180,1.0,1,64,44,65,28,0,14,12,1,0.4876068759973994,-0.7131519083665249
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,104,17,76,9,2,133,2.0,1,95,91,89,6,0,31,24,1,-2.8562737286126314,-0.10126254326124613
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,117,1,676,3,0,108,10.0,0,63,20,55,72,0,6,6,3,1.693208151014445,1.3145276137229098
Dream On,Aerosmith,1,1973,1,5,168,0,838586769,0,0,5,0,0,80,5.0,0,39,24,43,39,0,23,3,3,2.1262706387091237,-0.17518843170787568
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,14,1,17,0,2,75,11.0,0,80,46,62,3,6,11,46,0,-1.3167549013491813,2.4994691616158797
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,557,17,58,121,6.0,0,67,26,64,52,0,17,10,2,0.7442228564843977,0.5380189896150133
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,34,54,34,0,2,140,2.0,0,58,17,62,18,0,20,8,2,0.7037704469067035,-0.6992213058160346
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,38,101,26,0,0,102,1.0,1,58,29,94,0,0,9,11,1,-0.5932369872687775,-1.5787925708252233
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,70,0,49,0,0,82,9.0,1,70,31,34,60,1,11,4,3,2.10019207709826,1.3018583225735392
Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,182,1,10,121,1.0,0,46,53,78,23,0,72,6,2,-0.18230706218098727,-2.6134419143142744
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,198,13,544,0,60,103,6.0,0,70,92,83,1,0,7,6,2,-2.114525547877004,0.06571193803432764
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,2,4,6,0,0,85,5.0,0,65,36,47,31,0,12,10,2,0.7486671854860193,0.9937692613514988
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,173,79,175,0,168,125,1.0,0,84,70,69,1,0,5,5,2,-1.6010102241217499,0.30407470219938226
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,20,0,1,120,2.0,1,69,40,39,41,0,13,6,3,1.482891555403715,0.42972175498758847
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517,4,0,14,0,0,130,6.0,0,65,49,80,22,4,7,5,2,-0.515384493597622,-0.2751584280378316
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936,35,0,549,0,0,93,4.0,1,35,38,23,91,0,29,3,3,3.9743007063429245,0.3042266580938317
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,182,107,160,0,1,202,7.0,1,24,76,60,77,0,12,4,3,2.3156211045405577,-0.8735844840525704
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,88,1,277,0,0,134,1.0,1,45,72,24,91,0,18,4,3,3.0724646433731007,0.7723611803069268
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,144,99,251,0,0,160,8.0,1,51,69,81,0,0,21,5,1,-0.6066831652326378,-1.7868077666907332
Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544,21,3,10,0,0,148,2.0,1,50,96,82,47,0,34,4,1,-0.27502949089606843,-1.5617521516934483
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795,5,0,291,0,0,151,7.0,1,65,70,47,87,0,9,4,3,1.6835367993204582,1.0835349219201165
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,195,111,310,0,0,162,6.0,0,67,88,54,51,0,9,4,2,0.03511278433212949,0.9447327622672053
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,114,74,262,0,0,92,2.0,1,53,84,77,40,0,32,3,1,-0.17233068726664563,-1.1906983898822767
Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329,5,31,1,0,0,152,1.0,1,65,35,65,44,18,21,7,1,1.2968627192733992,-1.1136347719973676
Love Language,SZA,1,2022,12,9,1127,0,110849052,16,63,8,0,0,65,9.0,0,71,55,26,85,0,13,8,3,1.8527671529103473,2.8260002472999206
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,2.0,1,33,39,61,32,0,77,3,3,1.6484941388524077,-3.3908083714134496
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786,7,29,3,0,0,150,10.0,0,73,71,69,53,0,32,9,2,-0.4495199769287913,0.4464463534856435
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964,140,72,251,0,0,139,1.0,1,36,22,15,84,0,11,4,3,4.502183805124631,0.46315854735983225
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487,1,0,29,0,0,95,11.0,1,75,74,58,36,0,9,3,1,-0.09353922404884923,0.8190932557277683
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250,16,20,4,0,0,125,6.0,1,62,59,43,84,3,11,5,3,2.0702122674080274,1.0197210533358294
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,90,35,5,0,0,101,1.0,0,72,91,87,14,0,13,3,2,-2.007766674027812,-0.3146814035622417
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,126,108,406,0,0,143,2.0,1,60,86,32,88,0,34,6,3,1.9560208702334583,0.6547491159717269
SOS,SZA,1,2022,12,9,827,0,73981293,6,18,1,0,0,119,7.0,0,51,51,66,67,0,9,23,0,0.8190396516579722,1.309037044570816
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,13,87,17,0,46,78,9.0,1,67,22,59,76,1,15,16,3,1.664230005887502,1.1872514208362317
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,73,79,123,0,0,96,9.0,1,23,19,25,91,0,40,3,3,4.599953843266241,-0.3182738853390619
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768,50,0,6,0,0,180,9.0,1,51,87,58,36,0,18,4,1,0.5115301437883097,-0.5624562663058394
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,121,58,212,0,0,126,3.0,1,34,35,76,39,0,8,5,3,1.461596423966719,-1.4377124646114006
Gone Girl,SZA,1,2022,12,9,892,0,65362788,3,17,2,0,0,150,5.0,1,43,42,44,57,0,15,6,3,2.417968983786437,-0.2600346065137642
F2F,SZA,1,2022,12,9,989,0,67540165,5,9,1,0,0,90,2.0,1,53,47,74,9,0,34,4,1,0.040290198948936866,-1.8433291515327561
Notice Me,SZA,1,2022,12,9,819,0,62019074,14,22,0,0,0,160,5.0,1,72,78,68,28,0,11,12,1,-0.5502433519917289,0.062198108378304154
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,89,39,158,0,0,113,7.0,1,73,72,32,77,0,15,5,3,1.6123535265208568,1.6548713935630617
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,10,6,7,1,9,100,11.0,0,70,92,59,3,0,10,3,2,-1.2876135129817312,0.7404569883095324
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421,2,74,14,0,2,155,8.0,1,49,42,77,3,0,12,9,1,0.12121811571852897,-1.424909443431932
I Hate U,SZA,1,2021,12,3,4094,0,356709897,66,96,43,0,0,107,7.0,0,54,41,39,51,0,11,16,3,1.5745168822028799,1.482515199364883
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,3,7,10,0,0,112,8.0,1,80,15,54,9,0,38,5,1,0.44181953145172514,-0.7497920720236071
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854,1,0,18,0,24,166,1.0,1,70,57,57,9,20,11,7,1,0.4289480019439477,-0.9715116600155097
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715,65,39,41,0,0,107,6.0,0,69,96,36,81,0,8,4,3,0.8776577931167739,2.3273238403512626
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458,6,11,3,0,0,81,8.0,1,47,33,68,24,0,22,38,0,0.5042208126779675,0.4329926826220306
Conceited,SZA,1,2022,12,9,899,0,56870689,2,14,2,0,0,150,1.0,1,79,77,46,5,0,11,7,1,-0.3849408106456874,0.1281474577625777
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,33,57,30,0,11,110,9.0,1,66,19,32,69,0,12,4,3,2.705272283533304,1.1134766034535775
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,12,16,14,0,0,108,7.0,1,64,4,40,6,0,10,6,3,1.6191902436583698,-0.12806728139304066
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341,21,0,44,0,0,130,4.0,0,89,48,74,30,0,7,36,0,-1.3957468357044542,1.9967444791759865
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,39,35,22,2,0,164,7.0,1,70,39,56,6,0,9,7,1,0.3153156252321083,-0.38816030367260873
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,27,77,22,2,0,114,11.0,0,80,42,68,2,0,66,4,2,-1.107810938144081,-1.2355299842063234
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478,108,56,30,0,0,93,5.0,1,63,93,88,1,0,12,4,1,-1.703042059783583,-0.9689856540321086
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,83,58,128,7,0,90,1.0,0,87,51,69,36,0,9,8,2,-0.7943575975993127,0.9996013122686799
Too Late,SZA,1,2022,12,8,714,0,49262961,0,9,2,0,0,128,11.0,1,45,35,68,78,0,39,8,3,1.9362398422588671,-0.7530625357872099
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,38,64,37,3,36,97,9.0,1,83,47,80,2,0,24,9,1,-1.2838633442785765,-0.4975130916301936
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949,120,30,52,0,1,152,7.0,0,69,94,71,79,0,7,8,2,-0.2511451506199633,1.3619033141836911
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459,32,3,65,0,0,175,8.0,1,51,94,34,73,0,10,5,3,1.8481845861440174,0.9140460076358172
Far,SZA,1,2022,12,9,680,0,51641685,2,15,1,0,0,116,2.0,1,61,48,55,67,0,16,8,3,1.4943301813365806,0.27044706787587763
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948,2,2,6,0,2,80,5.0,0,33,51,59,76,0,44,6,3,1.8566919614657917,-0.4745475274374735
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177,39,50,57,3,1,93,11.0,0,63,34,86,26,0,21,39,0,-0.9461206435109858,1.0878978266888943
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,13,89,34,0,3,135,9.0,0,70,60,58,4,0,16,3,2,-0.5797591775527169,0.07692332416597857
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,65,7,70,16,6,109,5.0,1,60,45,47,62,0,31,5,3,1.7270596296268825,-0.029931162538906344
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,183,63,465,0,11,125,11.0,0,85,64,81,2,5,7,9,2,-1.8917409733007804,0.47086098658508874
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316,7,47,15,0,0,121,7.0,0,80,62,51,2,0,9,8,2,-0.7998176614675986,0.9288232797184768
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579,11,29,14,0,0,123,6.0,0,74,35,73,0,0,21,5,2,-0.8380226837689908,-0.5580872395901597
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,396,0,0,122,11.0,0,67,50,67,15,0,30,4,2,-0.4681840320039827,-0.33214304670459605
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803,17,80,38,0,0,121,10.0,0,70,35,77,1,0,26,4,2,-0.8460508976198413,-0.7485778228444058
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848,7,18,7,0,0,135,1.0,1,41,27,64,36,0,60,3,3,1.635785107385908,-2.7617726841151837
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984,3,18,14,0,0,87,4.0,0,49,49,59,44,0,35,21,2,0.6438127892874338,0.3009880649775665
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,382,65,497,0,12,111,8.0,1,77,74,66,30,0,13,3,1,-0.5015838173954291,0.23127317567165734
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026,9,10,9,0,0,110,2.0,1,75,85,84,10,0,31,19,1,-1.8459385751949196,-0.5852287848034858
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526,1,8,6,0,0,78,9.0,0,27,10,49,62,0,49,5,3,2.8761855857429888,-0.8786760879112614
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,38,48,20,0,0,180,2.0,1,65,37,58,2,0,4,31,0,0.1091272125634283,0.22217462044389583
